,prices,market_caps,total_volumes
2945,"[1621900800000, 31635.408235562976]","[1621900800000, 592015539097.855]","[1621900800000, 58259175083.437355]"
2946,"[1621987200000, 31198.587508892317]","[1621987200000, 583990541895.0884]","[1621987200000, 39783112282.876526]"
2947,"[1622073600000, 32324.60180096094]","[1622073600000, 605092690157.8597]","[1622073600000, 38574662926.10226]"
2948,"[1622160000000, 31698.419437166936]","[1622160000000, 593189678738.0835]","[1622160000000, 33498073581.48254]"
2949,"[1622246400000, 29288.66616683931]","[1622246400000, 548305416390.19684]","[1622246400000, 41001902375.397026]"
2950,"[1622332800000, 28521.58120778627]","[1622332800000, 536589826339.3061]","[1622332800000, 35418371373.046486]"
2951,"[1622419200000, 29295.775354345686]","[1622419200000, 548485935480.0862]","[1622419200000, 25141531443.7424]"
2952,"[1622505600000, 30522.27123198109]","[1622505600000, 571475901188.2913]","[1622505600000, 31020982841.425686]"
2953,"[1622592000000, 30027.477592178227]","[1622592000000, 563664689871.1067]","[1622592000000, 27454383636.64446]"
2954,"[1622678400000, 30864.640712769786]","[1622678400000, 576987912638.0286]","[1622678400000, 25586157664.530777]"
2955,"[1622764800000, 32272.42993030655]","[1622764800000, 604336136941.7448]","[1622764800000, 27528915343.5684]"
2956,"[1622851200000, 30359.12157208613]","[1622851200000, 568532021254.4487]","[1622851200000, 32337192752.93843]"
2957,"[1622937600000, 29216.991986131867]","[1622937600000, 544865830118.7008]","[1622937600000, 28001517026.210354]"
2958,"[1623024000000, 29452.067894717016]","[1623024000000, 551597265211.9166]","[1623024000000, 22757600241.65631]"
2959,"[1623110400000, 27440.53777409875]","[1623110400000, 513947030869.76483]","[1623110400000, 27353704037.181164]"
2960,"[1623196800000, 27570.252986872085]","[1623196800000, 516799466628.32996]","[1623196800000, 38390863042.43178]"
2961,"[1623283200000, 30837.17457230786]","[1623283200000, 579136270713.1267]","[1623283200000, 44762026121.625916]"
2962,"[1623369600000, 30313.961492539092]","[1623369600000, 568233255308.407]","[1623369600000, 35283011445.06578]"
2963,"[1623456000000, 30796.074479298466]","[1623456000000, 576890544790.9065]","[1623456000000, 30026872583.067047]"
2964,"[1623542400000, 29454.354802553098]","[1623542400000, 551780740436.5347]","[1623542400000, 29490730327.520153]"
2965,"[1623628800000, 32328.097054141635]","[1623628800000, 605642425939.8737]","[1623628800000, 31533619589.942955]"
2966,"[1623715200000, 33509.17021641341]","[1623715200000, 627797654921.5269]","[1623715200000, 37808207337.690125]"
2967,"[1623801600000, 33297.480950593825]","[1623801600000, 623858473127.1165]","[1623801600000, 30269440641.188866]"
2968,"[1623888000000, 31953.616857745903]","[1623888000000, 598704310462.7882]","[1623888000000, 30487728812.908638]"
2969,"[1623974400000, 32056.401062882385]","[1623974400000, 600656398182.5449]","[1623974400000, 30492440445.89697]"
2970,"[1624060800000, 30242.789411588816]","[1624060800000, 567928549550.8346]","[1624060800000, 29637194458.5385]"
2971,"[1624147200000, 29990.378583422844]","[1624147200000, 562105118458.1398]","[1624147200000, 24324108481.99831]"
2972,"[1624233600000, 30145.38780060708]","[1624233600000, 564911544575.8468]","[1624233600000, 29995490702.786026]"
2973,"[1624320000000, 26621.0916193509]","[1624320000000, 502094028796.69574]","[1624320000000, 43546350385.55123]"
2974,"[1624406400000, 27223.638287938353]","[1624406400000, 508044745217.06995]","[1624406400000, 48105710152.038795]"
2975,"[1624492800000, 28249.534234690953]","[1624492800000, 529436329397.6532]","[1624492800000, 33358882221.917664]"
2976,"[1624579200000, 29066.868589766123]","[1624579200000, 545115375228.12866]","[1624579200000, 26708524017.30907]"
2977,"[1624665600000, 26761.800017093286]","[1624665600000, 501590396315.3757]","[1624665600000, 32368415446.163235]"
2978,"[1624752000000, 26829.52521503754]","[1624752000000, 502874161917.3157]","[1624752000000, 30892106706.447178]"
2979,"[1624838400000, 28983.608117044798]","[1624838400000, 543816115045.5873]","[1624838400000, 28755941148.26073]"
2980,"[1624924800000, 28971.69618870384]","[1624924800000, 543051991992.7072]","[1624924800000, 27208554360.16356]"
2981,"[1625011200000, 30224.781348189197]","[1625011200000, 566557269842.0675]","[1625011200000, 29512428114.07975]"
2982,"[1625097600000, 29666.79698327795]","[1625097600000, 556840769047.7664]","[1625097600000, 26168563528.30354]"
2983,"[1625184000000, 28430.02889773983]","[1625184000000, 531701497038.5766]","[1625184000000, 24590738641.635975]"
2984,"[1625270400000, 28614.60562915703]","[1625270400000, 534085679707.6844]","[1625270400000, 21141486451.656437]"
2985,"[1625356800000, 29271.25492486721]","[1625356800000, 548158898828.4673]","[1625356800000, 19373243615.438465]"
2986,"[1625443200000, 29847.125818471657]","[1625443200000, 559574661022.8522]","[1625443200000, 19165940978.887928]"
2987,"[1625529600000, 28593.68153148542]","[1625529600000, 536127688272.2148]","[1625529600000, 21823429396.738014]"
2988,"[1625616000000, 28883.651585458185]","[1625616000000, 541585432200.2434]","[1625616000000, 22080866040.085358]"
2989,"[1625702400000, 28773.16071085125]","[1625702400000, 539511322547.78064]","[1625702400000, 20090031577.635246]"
2990,"[1625788800000, 27801.439907762073]","[1625788800000, 521710624186.02606]","[1625788800000, 24536200983.506596]"
2991,"[1625875200000, 28600.77528849874]","[1625875200000, 536296981822.80927]","[1625875200000, 20443349639.91364]"
2992,"[1625961600000, 28378.008032063994]","[1625961600000, 532277632442.65906]","[1625961600000, 17309352276.224792]"
2993,"[1626048000000, 28897.526279225858]","[1626048000000, 541918459269.6793]","[1626048000000, 14995424307.155165]"
2994,"[1626134400000, 28042.04748917543]","[1626134400000, 525510709267.1079]","[1626134400000, 18280577835.656013]"
2995,"[1626220800000, 27751.69332193362]","[1626220800000, 520574209743.0312]","[1626220800000, 16928479914.64245]"
2996,"[1626307200000, 27781.906662643505]","[1626307200000, 521095999678.1923]","[1626307200000, 18403030233.24896]"
2997,"[1626393600000, 26862.05636820544]","[1626393600000, 504076436644.25085]","[1626393600000, 18252670643.990932]"
2998,"[1626480000000, 26597.704175712755]","[1626480000000, 498469984723.382]","[1626480000000, 19204652418.57341]"
2999,"[1626566400000, 26757.81584130571]","[1626566400000, 501958376352.49133]","[1626566400000, 15006231309.506256]"
3000,"[1626652800000, 27019.064728776128]","[1626652800000, 506070783642.36884]","[1626652800000, 15018302240.05576]"
3001,"[1626739200000, 26226.566990889827]","[1626739200000, 492043652036.03766]","[1626739200000, 17040656902.659857]"
3002,"[1626825600000, 25444.557801386036]","[1626825600000, 476918315441.26556]","[1626825600000, 19526034887.699627]"
3003,"[1626912000000, 27462.51506044665]","[1626912000000, 513297342209.7023]","[1626912000000, 24652872278.393745]"
3004,"[1626998400000, 27522.827801780495]","[1626998400000, 516026903779.94775]","[1626998400000, 16764971153.436188]"
3005,"[1627084800000, 28420.791906139315]","[1627084800000, 533276873761.84357]","[1627084800000, 19485510520.989037]"
3006,"[1627171200000, 29065.274268782403]","[1627171200000, 545405103541.68475]","[1627171200000, 18791745847.44408]"
3007,"[1627257600000, 30118.772391082897]","[1627257600000, 564624066791.1138]","[1627257600000, 17778544607.016453]"
3008,"[1627344000000, 31580.72989560286]","[1627344000000, 594582548953.3119]","[1627344000000, 45361497210.93923]"
3009,"[1627430400000, 33052.74145792045]","[1627430400000, 619532249555.8992]","[1627430400000, 30789846986.892822]"
3010,"[1627516800000, 33791.735530077036]","[1627516800000, 634258812249.9618]","[1627516800000, 34921111494.27518]"
3011,"[1627603200000, 33618.015409821426]","[1627603200000, 631031563918.1643]","[1627603200000, 24148990441.090256]"
3012,"[1627689600000, 35337.213308654]","[1627689600000, 662776658770.3757]","[1627689600000, 29939457552.525177]"
3013,"[1627776000000, 35185.108834989835]","[1627776000000, 660688787749.6604]","[1627776000000, 23963885433.38861]"
3014,"[1627862400000, 33642.254176771276]","[1627862400000, 629959047372.2069]","[1627862400000, 24067756675.906994]"
3015,"[1627948800000, 33078.25970590092]","[1627948800000, 621028613804.9294]","[1627948800000, 23628395416.962826]"
3016,"[1628035200000, 32323.880257639797]","[1628035200000, 607330998124.1884]","[1628035200000, 23945214222.068283]"
3017,"[1628121600000, 33576.49392403365]","[1628121600000, 631011207582.904]","[1628121600000, 23440143046.332478]"
3018,"[1628208000000, 34497.488565061874]","[1628208000000, 649301883284.1622]","[1628208000000, 32556140142.922165]"
3019,"[1628294400000, 36387.7232934604]","[1628294400000, 683386089818.6355]","[1628294400000, 34720152818.22303]"
3020,"[1628380800000, 37956.602328260175]","[1628380800000, 712804571072.6733]","[1628380800000, 36322381287.8307]"
3021,"[1628467200000, 37239.93883874136]","[1628467200000, 699382548684.4683]","[1628467200000, 33733259043.01473]"
3022,"[1628553600000, 39460.632186737486]","[1628553600000, 734240780079.7523]","[1628553600000, 36406552778.160675]"
3023,"[1628640000000, 38939.633360931446]","[1628640000000, 728929677018.7177]","[1628640000000, 30433526566.871216]"
3024,"[1628726400000, 38875.879188645085]","[1628726400000, 730450637554.516]","[1628726400000, 30383839513.284023]"
3025,"[1628812800000, 37911.83203789528]","[1628812800000, 712369663800.0955]","[1628812800000, 30536040980.836346]"
3026,"[1628899200000, 40450.6937026301]","[1628899200000, 758777147815.0505]","[1628899200000, 29094346425.845104]"
3027,"[1628985600000, 39917.974223778256]","[1628985600000, 751579529280.7302]","[1628985600000, 28224578597.51569]"
3028,"[1629072000000, 39872.50023881268]","[1629072000000, 748622979001.1179]","[1629072000000, 27865258803.342667]"
3029,"[1629158400000, 39077.83199502538]","[1629158400000, 735477871523.7606]","[1629158400000, 29051816238.02813]"
3030,"[1629244800000, 38036.8778909892]","[1629244800000, 714691292588.1671]","[1629244800000, 29456300431.776634]"
3031,"[1629331200000, 38450.500081775455]","[1629331200000, 723363551638.6832]","[1629331200000, 29612941855.114677]"
3032,"[1629417600000, 40026.55777674894]","[1629417600000, 743106405037.0387]","[1629417600000, 32910724835.61563]"
3033,"[1629504000000, 42045.94638941094]","[1629504000000, 788866289958.4684]","[1629504000000, 31192748275.541206]"
3034,"[1629590400000, 41821.86250481666]","[1629590400000, 787167775060.5859]","[1629590400000, 36022143489.95834]"
3035,"[1629676800000, 42110.299375596085]","[1629676800000, 791434104878.3582]","[1629676800000, 23179803490.315666]"
3036,"[1629763200000, 42165.7124724601]","[1629763200000, 792528010056.0222]","[1629763200000, 30484382864.85131]"
3037,"[1629849600000, 40787.86921404864]","[1629849600000, 767813734526.8317]","[1629849600000, 32659783965.579937]"
3038,"[1629936000000, 41628.23787378496]","[1629936000000, 782657290187.8839]","[1629936000000, 28473271047.404453]"
3039,"[1630022400000, 40174.93665846128]","[1630022400000, 755225533653.835]","[1630022400000, 28730244360.970875]"
3040,"[1630108800000, 41612.065985470246]","[1630108800000, 782482720208.0505]","[1630108800000, 29340135851.66187]"
3041,"[1630195200000, 41487.80904561478]","[1630195200000, 779980144814.5931]","[1630195200000, 24154993758.462025]"
3042,"[1630281600000, 41454.780817063016]","[1630281600000, 779399625097.7653]","[1630281600000, 22245654296.21486]"
3043,"[1630368000000, 39944.26147825696]","[1630368000000, 750791062776.0859]","[1630368000000, 27400775769.99008]"
3044,"[1630454400000, 40076.72293800369]","[1630454400000, 753534745107.7673]","[1630454400000, 29521949505.25873]"
3045,"[1630540800000, 41232.73010842584]","[1630540800000, 775331474387.3264]","[1630540800000, 32988005837.360462]"
3046,"[1630627200000, 41553.12443377398]","[1630627200000, 780805162078.025]","[1630627200000, 33151341346.76474]"
3047,"[1630713600000, 42020.05534808132]","[1630713600000, 788885117075.5371]","[1630713600000, 36129473297.03901]"
3048,"[1630800000000, 42086.114739444805]","[1630800000000, 791466100353.697]","[1630800000000, 31123666038.87839]"
3049,"[1630886400000, 43495.171939260115]","[1630886400000, 817204461216.183]","[1630886400000, 26725993226.88038]"
3050,"[1630972800000, 44422.20628211116]","[1630972800000, 836276528200.0192]","[1630972800000, 31613312358.299725]"
3051,"[1631059200000, 39682.01169849597]","[1631059200000, 744755766662.9675]","[1631059200000, 54049512231.22738]"
3052,"[1631145600000, 38993.97134770019]","[1631145600000, 733499022583.7655]","[1631145600000, 40742142101.07178]"
3053,"[1631232000000, 39341.11508045078]","[1631232000000, 740897243345.3096]","[1631232000000, 32628068849.873905]"
3054,"[1631318400000, 37933.91881493019]","[1631318400000, 713101484009.6776]","[1631318400000, 32218237499.714123]"
3055,"[1631404800000, 38254.443267590075]","[1631404800000, 719297164707.2721]","[1631404800000, 28913361548.49286]"
3056,"[1631491200000, 39111.689721798495]","[1631491200000, 735852219387.1322]","[1631491200000, 23355867613.361607]"
3057,"[1631577600000, 38219.89742132597]","[1631577600000, 718785076966.3956]","[1631577600000, 34446319831.18483]"
3058,"[1631664000000, 39936.81455039078]","[1631664000000, 751170406098.8009]","[1631664000000, 32743546312.9202]"
3059,"[1631750400000, 40765.22847406889]","[1631750400000, 767080812510.0078]","[1631750400000, 25411632432.208904]"
3060,"[1631836800000, 40694.440258159295]","[1631836800000, 765783378306.2924]","[1631836800000, 26839913247.63403]"
3061,"[1631923200000, 40279.433446296156]","[1631923200000, 761250200860.1937]","[1631923200000, 23650839060.44661]"
3062,"[1632009600000, 41162.40703382776]","[1632009600000, 774317560621.9393]","[1632009600000, 23563629263.58515]"
3063,"[1632096000000, 40393.2852387074]","[1632096000000, 760233417707.9562]","[1632096000000, 22309332815.200474]"
3064,"[1632182400000, 36613.3027229228]","[1632182400000, 687128088407.2385]","[1632182400000, 35152520146.81151]"
3065,"[1632268800000, 34450.920786363546]","[1632268800000, 648931418510.6051]","[1632268800000, 39188464220.76347]"
3066,"[1632355200000, 37289.741064236216]","[1632355200000, 701920644192.0707]","[1632355200000, 31332765493.0245]"
3067,"[1632441600000, 38301.99950518112]","[1632441600000, 720893285132.0028]","[1632441600000, 28606501204.08311]"
3068,"[1632528000000, 36476.23537376185]","[1632528000000, 690926238024.4366]","[1632528000000, 36664709562.48991]"
3069,"[1632614400000, 36566.96881604705]","[1632614400000, 689652288383.9104]","[1632614400000, 26363354568.44331]"
3070,"[1632700800000, 36970.84966552429]","[1632700800000, 704266892402.5006]","[1632700800000, 25987949929.440357]"
3071,"[1632787200000, 36116.58845503585]","[1632787200000, 679538700953.1277]","[1632787200000, 26059552450.97701]"
3072,"[1632873600000, 35093.8903892477]","[1632873600000, 663739317907.7179]","[1632873600000, 25408346814.08679]"
3073,"[1632960000000, 35846.490313929215]","[1632960000000, 674663074406.7534]","[1632960000000, 25917707614.399002]"
3074,"[1633046400000, 37893.01043345353]","[1633046400000, 715171809714.9999]","[1633046400000, 26661951063.75919]"
3075,"[1633132800000, 41557.78374076671]","[1633132800000, 782244047792.3063]","[1633132800000, 36302892699.493355]"
3076,"[1633219200000, 41209.22751892025]","[1633219200000, 776769503269.7488]","[1633219200000, 25653149972.532513]"
3077,"[1633305600000, 41585.59192897175]","[1633305600000, 784120320167.4535]","[1633305600000, 22423309915.678944]"
3078,"[1633392000000, 42401.73017505967]","[1633392000000, 798632856494.9935]","[1633392000000, 28140088889.43088]"
3079,"[1633478400000, 44557.01551434421]","[1633478400000, 839081462229.7953]","[1633478400000, 30596639998.732937]"
3080,"[1633564800000, 47957.58675930117]","[1633564800000, 903972121739.7695]","[1633564800000, 41940610610.963066]"
3081,"[1633651200000, 46624.21499486016]","[1633651200000, 878289757737.8427]","[1633651200000, 31619245698.13449]"
3082,"[1633737600000, 46685.92012261748]","[1633737600000, 878771343906.1766]","[1633737600000, 29333120810.81019]"
3083,"[1633824000000, 47644.16361341247]","[1633824000000, 897582358053.0162]","[1633824000000, 27594357167.956085]"
3084,"[1633910400000, 47309.189504608374]","[1633910400000, 891319323023.6731]","[1633910400000, 33359380476.159096]"
3085,"[1633996800000, 49829.92930569254]","[1633996800000, 938856560973.1418]","[1633996800000, 36276790078.98736]"
3086,"[1634083200000, 48855.32013234848]","[1634083200000, 920847527427.3496]","[1634083200000, 34707665333.166626]"
3087,"[1634169600000, 49571.43032080102]","[1634169600000, 934056566766.9333]","[1634169600000, 35541042584.09554]"
3088,"[1634256000000, 49564.270353381886]","[1634256000000, 934109669185.2034]","[1634256000000, 31052580790.51153]"
3089,"[1634342400000, 53285.00326113987]","[1634342400000, 1004148213415.7113]","[1634342400000, 46254074472.55359]"
3090,"[1634428800000, 52730.34399634674]","[1634428800000, 994721138926.5508]","[1634428800000, 30505479931.842453]"
3091,"[1634515200000, 53090.078685127395]","[1634515200000, 1000572095783.9677]","[1634515200000, 25539915851.57189]"
3092,"[1634601600000, 53397.47451637884]","[1634601600000, 1011142207081.7438]","[1634601600000, 34104368240.80956]"
