date,remainder
1901-07-19,1.3915906189016347
1901-07-20,3.982448565455794
1901-07-21,5.552842376988842
1901-07-22,6.802279789084476
1901-07-23,4.464023811588021
1901-07-24,-0.2856245709717946
1901-07-25,1.3787605620557315
1901-07-26,3.272286248192259
1901-07-27,2.869189837214069
1901-07-28,5.08565711377987
1901-07-29,1.903120622504325
1901-07-30,3.801510933261145
1901-07-31,5.065296855851152
1901-08-01,6.776408554639758
1901-08-02,5.822362108475087
1901-08-03,0.8716935651957023
1901-08-04,2.235592228109141
1901-08-05,1.955437407560229
1901-08-06,0.16487092317277074
1901-08-07,-1.0202204973616418
1901-08-08,0.46627739293370496
1901-08-09,3.9638160708521077
1901-08-10,5.464659952708622
1901-08-11,6.278935620781805
1901-08-12,5.984139558897102
1901-08-13,4.403408194621431
1901-08-14,3.789624790964634
1901-08-15,4.595883581400617
1901-08-16,3.1919454660701305
1901-08-17,1.4330847065764267
1901-08-18,2.443844200247323
1901-08-19,4.563323806435786
1901-08-20,-0.04581824701005388
1901-08-21,0.32457556452299485
1901-08-22,1.1740129766186307
1901-08-23,0.3357569991221716
1901-08-24,-1.0138913834376417
1901-08-25,0.050493749589886505
1901-08-26,1.0440194357264083
1901-08-27,-2.9590769752517776
1901-08-28,-5.842609698685976
1901-08-29,-5.325146189961526
1901-08-30,-4.326755879204704
1901-08-31,-2.262969956614697
1901-09-01,-0.9931047505230577
1901-09-02,-1.2471511966877262
1901-09-03,-1.4978197399671114
1901-09-04,-1.733921077053676
1901-09-05,-1.7140758976025872
1901-09-06,-0.7046423819900429
1901-09-07,-0.6897338025244562
1901-09-08,-0.8032359122291108
1901-09-09,-1.1056972343107105
1901-09-10,-0.5048533524541945
1901-09-11,-0.4905776843810088
1901-09-12,1.11462625373429
1901-09-13,-0.7661051105413854
1901-09-14,-0.7798885141981788
1901-09-15,-0.07362972376220078
1901-09-16,0.22243216090731543
1901-09-17,0.863571401413612
1901-09-18,0.5743308950845041
1901-09-19,-1.706189498727026
1901-09-20,1.0846684478271307
1901-09-21,3.1550622593601805
1901-09-22,4.5044996714558145
1901-09-23,5.466243693959356
1901-09-24,6.9165953113995435
1901-09-25,5.680980444427073
1901-09-26,4.374506130563594
1901-09-27,3.171409719585405
1901-09-28,0.08787699615120559
1901-09-29,3.00534050487566
1901-09-30,3.50373081563248
1901-10-01,8.68928444310333
1901-10-02,9.135237996938661
1901-10-03,9.184569453659275
1901-10-04,7.9484681165727125
1901-10-05,4.068313296023801
1901-10-06,0.5777468116363451
1901-10-07,-1.0073446088980678
1901-10-08,-0.8208467186027235
1901-10-09,1.576691959315676
1901-10-10,0.7775358411721953
1901-10-11,0.8918115092453789
1901-10-12,1.0970154473606772
1901-10-13,1.9162840830850012
1901-10-14,2.4025006794282078
1901-10-15,2.7087594698641873
1901-10-16,3.2048213545337028
1901-10-17,4.04596059504
1901-10-18,4.756720088710894
1901-10-19,5.376199694899361
1901-10-20,6.867057641453519
1901-10-21,6.4374514529865685
1901-10-22,5.686888865082201
1901-10-23,4.048632887585745
1901-10-24,1.398984505025929
1901-10-25,1.263369638053458
1901-10-26,0.656895324189982
1901-10-27,-0.8462010867882057
1901-10-28,-1.0297338102224076
1901-10-29,0.3877296985020475
1901-10-30,-1.2138799907411322
1901-10-31,-2.650094068151123
1901-11-01,1.3985077526111258
1901-11-02,1.3444613064464566
1901-11-03,1.0937927631670723
1901-11-04,-2.342308573919491
1901-11-05,-1.9224633944684015
1901-11-06,0.9869701211441422
1901-11-07,3.501878700609728
1901-11-08,4.688376590905072
1901-11-09,0.6859152688234733
1901-11-10,-0.5132408493200087
1901-11-11,4.301034818753175
1901-11-12,3.5062387568684743
1901-11-13,3.425507392592798
1901-11-14,4.711723988936005
1901-11-15,-0.3820172206280166
1901-11-16,-2.7859553359585014
1901-11-17,-0.6448160954522049
1901-11-18,0.7659433982186901
1901-11-19,3.6854230044071583
1901-11-20,3.0762809509613147
1901-11-21,4.046674762494366
1901-11-22,-0.2038878254100025
1901-11-23,-3.3421438029064605
1901-11-24,-3.391792185466274
1901-11-25,-4.127407052438746
1901-11-26,-0.7338813663022212
1901-11-27,-1.9369777772804084
1901-11-28,-1.4205105007146104
1901-11-29,-3.7030469919901554
1901-11-30,3.2953433187666645
1901-12-01,5.457437069678056
1901-12-02,3.303390623513387
1901-12-03,5.252722080234002
1901-12-04,-0.38337925685256147
1901-12-05,-2.5635340774014717
1901-12-06,-1.1541005617889284
1901-12-07,1.4608080176766576
1901-12-08,6.147305907972004
1901-12-09,3.4448445858904035
1901-12-10,1.8456884677469212
1901-12-11,1.659964135820105
1901-12-12,-0.13483192606459615
1901-12-13,-0.11556329034027235
1901-12-14,-1.629346693997066
1901-12-15,-1.723087903561087
1901-12-16,-3.9270260188915715
1901-12-17,-5.785886778385276
1901-12-18,-2.4751272847143806
1901-12-19,-0.15564767852591177
1901-12-20,0.7352102680282449
1901-12-21,-0.7943959204387051
1901-12-22,-0.24495850834307314
1901-12-23,1.2167855141604695
1901-12-24,0.9671371316006558
1901-12-25,4.431522264628184
1901-12-26,2.7250479507647087
1901-12-27,1.6219515397865214
1901-12-28,-0.06158118364768095
1901-12-29,0.15588232507677435
1901-12-30,3.4542726358335942
1901-12-31,9.918058558423603
1902-01-01,8.086722602577057
1902-01-02,7.832676156412387
1902-01-03,6.382007613133002
1902-01-04,8.04590627604644
1902-01-05,6.165751455497529
1902-01-06,6.0751849711100725
1902-01-07,7.990093550575658
1902-01-08,6.976591440871005
1902-01-09,4.0741301187894035
1902-01-10,6.774974000645921
1902-01-11,5.989249668719105
1902-01-12,4.794453606834404
1902-01-13,1.8137222425587285
1902-01-14,0.09993883890193511
1902-01-15,-0.19380237066208617
1902-01-16,5.502259514007428
1902-01-17,6.343398754513725
1902-01-18,6.65415824818462
1902-01-19,5.673637854373087
1902-01-20,5.7644958009272464
1902-01-21,6.034889612460296
1902-01-22,6.6843270245559285
1902-01-23,7.946071047059472
1902-01-24,5.196422664499657
1902-01-25,5.560807797527186
1902-01-26,1.2543334836637094
1902-01-27,-0.04876292731447873
1902-01-28,2.26770434925132
1902-01-29,2.9851678579757754
1902-01-30,1.1835581687325951
1902-01-31,0.8473440913226046
1902-02-01,-1.9457353194475375
1902-02-02,-0.6997817656122067
1902-02-03,-0.6504503088915916
1902-02-04,-0.6865516459781551
1902-02-05,-2.7667064665270655
1902-02-06,-1.157272950914522
1902-02-07,2.657635628551064
1902-02-08,-0.05586648115359161
1902-02-09,-0.2583278032351906
1902-02-10,-1.0574839213786729
1902-02-11,-1.0432082533054907
1902-02-12,-1.9380043151901898
1902-02-13,-2.418735679465865
1902-02-14,-3.0325190831226587
1902-02-15,-4.6262602926866805
1902-02-16,-4.830198408017166
1902-02-17,-1.289059167510869
1902-02-18,0.8217003261600259
1902-02-19,1.1411799323484928
1902-02-20,0.03203787890265025
1902-02-21,-0.997568309564298
1902-02-22,0.5518691025313324
1902-02-23,1.4136131250348776
1902-02-24,-0.1360352575249369
1902-02-25,-2.2716501244974103
1902-02-26,-2.1781244383608844
1902-02-27,1.6187791506609277
1902-02-28,5.735246427226727
1902-03-01,-0.6578588056095778
1902-03-02,0.4880947482257527
1902-03-03,-2.362573795053632
1902-03-04,-3.598675132140195
1902-03-05,-1.7788299526891052
1902-03-06,1.5306035629234387
1902-03-07,1.5455121423890246
1902-03-08,-0.1679899673156311
1902-03-09,-2.07045128939723
1902-03-10,-5.3696074075407125
1902-03-11,-3.055331739467529
1902-03-12,-3.6501278013522294
1902-03-13,-6.830859165627906
1902-03-14,-4.7446425692847
1902-03-15,0.8616162211512801
1902-03-16,1.5576781058207958
1902-03-17,1.6988173463270915
1902-03-18,5.909576839997987
1902-03-19,5.829056446186454
1902-03-20,7.619914392740611
1902-03-21,7.7903082042736616
1902-03-22,5.9397456163692945
1902-03-23,5.201489638872836
1902-03-24,2.8518412563130227
1902-03-25,1.5162263893405514
1902-03-26,0.3097520754770753
1902-03-27,1.0066556644988882
1902-03-28,-1.076877058935314
1902-03-29,1.9405864497891416
1902-03-30,-0.16102323945403896
1902-03-31,-1.6972373168640313
1902-04-01,-2.533840105241368
1902-04-02,-1.3878865514060372
1902-04-03,-1.2385550946854238
1902-04-04,-2.0746564317719853
1902-04-05,-2.2548112523208967
1902-04-06,-2.145377736708352
1902-04-07,-3.430469157242767
1902-04-08,-4.043971266947422
1902-04-09,-3.4464325890290217
1902-04-10,-2.4455887071725035
1902-04-11,-3.2313130390993194
1902-04-12,-1.026109100984021
1902-04-13,4.393159534740304
1902-04-14,2.87937613108351
1902-04-15,-0.31436507848051143
1902-04-16,-0.5183031938109961
1902-04-17,-1.6771639533046994
1902-04-18,1.4335955403661949
1902-04-19,2.6530751465546647
1902-04-20,5.543933093108819
1902-04-21,2.7143269046418714
1902-04-22,2.4637643167375023
1902-04-23,2.425508339241045
1902-04-24,4.175859956681233
1902-04-25,4.54024508970876
1902-04-26,-1.2662292241547153
1902-04-27,-4.8693256351329035
1902-04-28,-3.3528583585671043
1902-04-29,-1.4353948498426492
1902-04-30,0.9629954609141702
1902-05-01,-5.389610247326852
1902-05-02,-7.143656693491521
1902-05-03,-5.494325236770907
1902-05-04,-4.03042657385747
1902-05-05,-5.210581394406381
1902-05-06,-6.701147878793836
1902-05-07,-6.28623929932825
1902-05-08,-5.399741409032906
1902-05-09,-4.902202731114505
1902-05-10,-7.201358849257989
1902-05-11,-6.787083181184803
1902-05-12,-3.4818792430695034
1902-05-13,-4.5626106073451815
1902-05-14,-5.976394011001974
1902-05-15,-5.470135220565996
1902-05-16,-4.67407333589648
1902-05-17,-4.932934095390182
1902-05-18,-4.322174601719288
1902-05-19,-3.602694995530822
1902-05-20,-2.911837048976663
1902-05-21,-2.8414432374436114
1902-05-22,-5.092005825347982
1902-05-23,-0.9302618028444378
1902-05-24,-1.6799101854042533
1902-05-25,-0.11552505237672328
1902-05-26,-1.0219993662402
1902-05-27,0.6749042227816116
1902-05-28,5.191371499347412
1902-05-29,7.308835008071865
1902-05-30,10.307225318828685
1902-05-31,10.771011241418694
1902-06-01,8.272511220610394
1902-06-02,6.918464774445724
1902-06-03,5.067796231166337
1902-06-04,6.2316948940797765
1902-06-05,3.9515400735308646
1902-06-06,-0.539026410856593
1902-06-07,-1.8241178313910051
1902-06-08,-2.637619941095661
1902-06-09,-3.2400812631772613
1902-06-10,-3.2392373813207413
1902-06-11,-2.6249617132475596
1902-06-12,1.3802422248677395
1902-06-13,1.5995108605920656
1902-06-14,-2.81427254306473
1902-06-15,-2.908013752628751
1902-06-16,-0.511951867959235
1902-06-17,-2.7708126274529405
1902-06-18,0.13994686621795793
1902-06-19,-2.4405735275935747
1902-06-20,-2.849715581039419
1902-06-21,-1.3793217695063689
1902-06-22,0.47011564258925986
1902-06-23,1.3318596650928072
1902-06-24,-1.717788717467009
1902-06-25,-0.653403584439479
1902-06-26,2.7401221016970467
1902-06-27,6.03702569071886
1902-06-28,7.953492967284657
1902-06-29,9.070956476009112
1902-06-30,8.669346786765932
1902-07-01,2.0887659145101445
1902-07-02,-4.665280531654524
1902-07-03,-3.3159490749339113
1902-07-04,-1.6520504120204755
1902-07-05,-2.332205232569386
1902-07-06,-3.122771716956839
1902-07-07,1.5921368625087489
1902-07-08,-1.4213652471959115
1902-07-09,-2.4238265692775087
1902-07-10,0.27701731257900875
1902-07-11,-4.108707019347808
1902-07-12,-3.9035030812325093
1902-07-13,-2.3842344455081843
1902-07-14,0.0019821508350226225
1902-07-15,1.6082409412710028
1902-07-16,2.804302825940514
1902-07-17,1.3454420664468145
1902-07-18,0.6562015601177045
1902-07-19,-2.1243188336938257
1902-07-20,-2.3334608871396654
1902-07-21,-2.363067075606615
1902-07-22,-3.4136296635109815
1902-07-23,-3.95188564100744
1902-07-24,-1.9015340235672546
1902-07-25,1.5628511094602757
1902-07-26,3.956376795596796
1902-07-27,4.05328038461861
1902-07-28,-2.5302523388155915
1902-07-29,-2.0127888300911394
1902-07-30,-1.4143985193343163
1902-07-31,-4.15061259674431
1902-08-01,-3.1395008979557026
1902-08-02,-3.9935473441203726
1902-08-03,-2.7442158873997577
1902-08-04,-1.3803172244863227
1902-08-05,-2.660472045035233
1902-08-06,-0.75103852942269
1902-08-07,0.7638700500429003
1902-08-08,2.150367940338242
1902-08-09,-2.852093381743355
1902-08-10,-3.55124949988684
1902-08-11,-4.036973831813658
1902-08-12,-4.531769893698357
1902-08-13,-5.3125012579740325
1902-08-14,-3.6262846616308266
1902-08-15,-4.220025871194846
1902-08-16,-0.42396398652533307
1902-08-17,-1.2828247460190347
1902-08-18,0.3279347476518595
1902-08-19,2.147414353840329
1902-08-20,0.3382723003944861
1902-08-21,-2.7913338880724634
1902-08-22,-3.5418964759768325
1902-08-23,-1.8801524534732916
1902-08-24,0.5701991639668975
1902-08-25,0.43458429699442647
1902-08-26,-0.6718900168690531
1902-08-27,-0.7749864278472387
1902-08-28,-0.658519151281439
1902-08-29,1.0589443574430142
1902-08-30,0.25733466819983875
1902-08-31,-0.07887940921015613
1902-09-01,4.990985796881482
1902-09-02,6.236939350716813
1902-09-03,7.686270807437429
1902-09-04,9.250169470350864
1902-09-05,4.870014649801956
1902-09-06,2.879448165414498
1902-09-07,-1.3056432551199162
1902-09-08,0.8808546351754281
1902-09-09,0.9783933130938287
1902-09-10,1.5792371949503483
1902-09-11,2.19351286302353
1902-09-12,1.4987168011388299
1902-09-13,-4.5820145631368465
1902-09-14,-3.09579796679364
1902-09-15,-0.5895391763576612
1902-09-16,1.206522708311855
1902-09-17,-1.6523380511818502
1902-09-18,-2.041578557510954
1902-09-19,-3.322098951322486
1902-09-20,-3.0312410047683294
1902-09-21,-3.160847193235279
1902-09-22,-5.911409781139648
1902-09-23,-5.549665758636104
1902-09-24,-3.499314141195919
1902-09-25,-1.7349290081683897
1902-09-26,-1.3414033220318657
1902-09-27,-1.3444997330100517
1902-09-28,-4.428032456444255
1902-09-29,-4.5105689477198005
1902-09-30,-4.3121786369629795
1902-10-01,-0.32662500949213147
1902-10-02,-4.080671455656801
1902-10-03,-3.7313399989361846
1902-10-04,-3.1674413360227485
1902-10-05,-0.8475961565716599
1902-10-06,-4.338162640959116
1902-10-07,-1.3232540614935289
1902-10-08,-1.336756171198184
1902-10-09,0.26078250672021497
1902-10-10,1.6616263885767335
1902-10-11,4.475902056649918
1902-10-12,2.6811059947652165
1902-10-13,-0.19962536951045884
1902-10-14,1.8865912268327474
1902-10-15,2.092850017268727
1902-10-16,2.6889119019382424
1902-10-17,0.4300511424445368
1902-10-18,0.040810636115432786
1902-10-19,-0.5397097576960999
1902-10-20,0.15114818885805725
1902-10-21,1.0215420003911078
1902-10-22,-1.0290205875132603
1902-10-23,-2.067276565009717
1902-10-24,-4.116924947569531
1902-10-25,0.24746018545799764
1902-10-26,-1.3590141284054784
1902-10-27,-2.0621105393836663
1902-10-28,-1.7456432628178682
1902-10-29,-4.828179754093412
1902-10-30,-5.429789443336593
1902-10-31,-1.5660035207465848
1902-11-01,3.982598300015666
1902-11-02,3.0285518538509963
1902-11-03,2.3778833105716117
1902-11-04,2.341781973485049
1902-11-05,1.4616271529361375
1902-11-06,-0.2289393314513184
1902-11-07,0.7859692480142675
1902-11-08,2.7724671383096124
1902-11-09,3.5700058162280124
1902-11-10,3.8708496980845313
1902-11-11,2.0851253661577154
1902-11-12,1.8903293042730143
1902-11-13,0.6095979399973377
1902-11-14,-1.9041854636594557
1902-11-15,-2.1979266732234777
1902-11-16,-3.4018647885539615
1902-11-17,-7.460725548047666
1902-11-18,-10.14996605437677
1902-11-19,-10.430486448188304
1902-11-20,-8.039628501634146
1902-11-21,-5.369234690101095
1902-11-22,-4.119797278005463
1902-11-23,-7.658053255501921
1902-11-24,-3.607701638061734
1902-11-25,-1.8433165050342064
1902-11-26,-3.1497908188976815
1902-11-27,-4.952887229875869
1902-11-28,-4.2364199533100715
1902-11-29,-2.818956444585617
1902-11-30,-6.320566133828796
1902-12-01,-4.258472382917406
1902-12-02,-7.512518829082075
1902-12-03,-9.46318737236146
1902-12-04,-11.199288709448023
1902-12-05,-10.879443529996934
1902-12-06,-8.670010014384388
1902-12-07,-9.955101434918804
1902-12-08,-7.468603544623459
1902-12-09,-6.871064866705058
1902-12-10,-4.77022098484854
1902-12-11,-8.155945316775355
1902-12-12,-4.950741378660057
1902-12-13,-5.831472742935733
1902-12-14,-5.045256146592527
1902-12-15,-6.4389973561565474
1902-12-16,1.1570645285129681
1902-12-17,4.598203769019265
1902-12-18,1.508963262690159
1902-12-19,1.9284428688786273
1902-12-20,2.4193008154327846
1902-12-21,0.8896946269658346
1902-12-22,-0.9608679609385335
1902-12-23,-2.199123938434991
1902-12-24,1.1512276790051956
1902-12-25,2.8156128120327244
1902-12-26,3.509138498169248
1902-12-27,6.406042087191061
1902-12-28,5.422509363756859
1902-12-29,5.339972872481314
1902-12-30,3.238363183238134
1902-12-31,0.5021491058281415
1903-01-01,3.170813149981596
1903-01-02,2.316766703816927
1903-01-03,6.066098160537541
1903-01-04,5.12999682345098
1903-01-05,5.549842002902068
1903-01-06,7.4592755185146125
1903-01-07,7.9741840979801974
1903-01-08,8.260681988275543
1903-01-09,6.558220666193943
1903-01-10,8.059064548050461
1903-01-11,6.2733402161236445
1903-01-12,-1.6214558457610568
1903-01-13,-4.302187210036732
1903-01-14,-3.915970613693526
1903-01-15,-0.7097118232575466
1903-01-16,-2.913649938588033
1903-01-17,-7.3725106980817365
1903-01-18,-6.561751204410841
1903-01-19,-5.542271598222374
1903-01-20,-5.651413651668217
1903-01-21,-6.281019840135165
1903-01-22,-6.731582428039533
1903-01-23,-2.169838405535989
1903-01-24,1.7805132119041964
1903-01-25,3.444898344931725
1903-01-26,6.7384240310682495
1903-01-27,6.035327620090062
1903-01-28,4.951794896655859
1903-01-29,6.469258405380315
1903-01-30,7.5676487161371355
1903-01-31,5.731434638727142
1903-02-01,3.2383552279570025
1903-02-02,2.0843087817923323
1903-02-03,3.333640238512948
1903-02-04,6.2975389014263845
1903-02-05,5.717384080877474
1903-02-06,4.726817596490018
1903-02-07,3.8417261759556034
1903-02-08,9.728224066250949
1903-02-09,3.625762744169349
1903-02-10,2.426606626025867
1903-02-11,7.940882294099049
1903-02-12,4.94608623221435
1903-02-13,0.7653548679386746
1903-02-14,3.5515714642818814
1903-02-15,-1.3421697452821402
1903-02-16,-3.1461078606126267
1903-02-17,-0.5049686201063293
1903-02-18,2.9057908735645657
1903-02-19,3.6252704797530324
1903-02-20,5.41612842630719
1903-02-21,8.886522237840241
1903-02-22,7.035959649935872
1903-02-23,10.297703672439416
1903-02-24,4.548055289879603
1903-02-25,5.21244042290713
1903-02-26,5.605966109043655
1903-02-27,6.902869698065468
1903-02-28,10.719336974631267
1903-03-01,0.9262317417949619
1903-03-02,0.07218529563029241
1903-03-03,3.8215167523509077
1903-03-04,1.085415415264344
1903-03-05,5.205260594715434
1903-03-06,1.8146941103279781
1903-03-07,0.12960268979356382
1903-03-08,0.21610058008890842
1903-03-09,-0.38636074199269155
1903-03-10,-2.1855168601361727
1903-03-11,-1.1712411920629888
1903-03-12,-0.26603725394768984
1903-03-13,-1.2467686182233662
1903-03-14,-0.26055202188016047
1903-03-15,-0.5542932314441815
1903-03-16,1.9417686532253349
1903-03-17,2.3829078937316313
1903-03-18,3.9936673874025264
1903-03-19,3.4131469935909937
1903-03-20,6.9040049401451515
1903-03-21,6.874398751678203
1903-03-22,8.123836163773834
1903-03-23,9.585580186277376
1903-03-24,6.135931803717562
1903-03-25,7.200316936745091
1903-03-26,11.593842622881615
1903-03-27,11.590746211903427
1903-03-28,9.407213488469225
1903-03-29,7.324676997193681
1903-03-30,6.523067307950501
1903-03-31,2.9868532305405084
1903-04-01,-2.3497495578368284
1903-04-02,-5.403796004001498
1903-04-03,-4.6544645472808845
1903-04-04,-2.8905658843674455
1903-04-05,-3.6707207049163566
1903-04-06,-3.0612871893038127
1903-04-07,-1.746378609838228
1903-04-08,-3.0598807195428828
1903-04-09,-2.462342041624482
1903-04-10,-3.661498159767964
1903-04-11,-1.44722249169478
1903-04-12,-2.442018553579481
1903-04-13,-5.122749917855158
1903-04-14,-3.5365333215119508
1903-04-15,-3.9302745310759724
1903-04-16,-5.0342126464064565
1903-04-17,-4.59307340590016
1903-04-18,-5.5823139122292655
1903-04-19,-6.3628343060407975
1903-04-20,-4.071976359486641
1903-04-21,-3.00158254795359
1903-04-22,-2.852145135857958
1903-04-23,4.209598886645585
1903-04-24,0.8599505040857718
1903-04-25,0.3243356371132986
1903-04-26,0.8178613232498222
1903-04-27,2.914764912271636
1903-04-28,4.3312321888374345
1903-04-29,6.8486956975618885
1903-04-30,6.94708600831871
1903-05-01,2.894480300077685
1903-05-02,4.740433853913018
1903-05-03,6.289765310633635
1903-05-04,8.753663973547072
1903-05-05,1.9735091529981599
1903-05-06,1.9829426686107023
1903-05-07,0.8978512480762895
1903-05-08,1.6843491383716334
1903-05-09,-4.518112183709967
1903-05-10,-3.6172683018534464
1903-05-11,-3.5029926337802646
1903-05-12,-1.2977886956649645
1903-05-13,-2.07852005994064
1903-05-14,0.40769653640256465
1903-05-15,1.1139553268385445
1903-05-16,-0.08998278849194108
1903-05-17,-2.1488435479856456
1903-05-18,-4.938084054314748
1903-05-19,-4.31860444812628
1903-05-20,-3.227746501572124
1903-05-21,0.042647309960926805
1903-05-22,2.4920847220565587
